query,clean_text,time,is_question,query_length,label
Error: Can&#39;t set headers after they are sent to the client,error can 39 t set headers after they are sent to the client,2011-08-12 20:21:00,0,13,2
i applied this condition and shutdown() also but still not working,i applied this condition and shutdown also but still not working,2025-09-07 00:25:32,0,11,2
"How should one turn down academic job applicants?,Educational",how should one turn down academic job applicants educational,1335663527,1,9,3
"How to deal with a student who harasses the (inexperienced) teacher during class?,Educational",how to deal with a student who harasses the inexperienced teacher during class educational,1407317568,1,14,3
can u create a html page that deploy to heroku,can u create a html page that deploy to heroku,2026-04-04 16:42:14,1,10,1
it was pleasure working with uh,it was pleasure working with uh,2026-04-20 22:32:00,0,6,0
"i'm getting this error in c++ what could it mean ? ""Run-Time Check Failure #2 - Stack around the variable 'board' was corrupted.""",i m getting this error in c what could it mean run time check failure 2 stack around the variable board was corrupted,2024-11-29 09:06:27,1,23,2
💥 Unexpected error during test execution: AxiosError: Request failed with status code 400     at settle (file:///home/hanan/Projects/c++/SaaS-on-SaaS/node_modules/axios/lib/core/settle.js:20:7)     at IncomingMessage.handleStreamEnd (file:///home/hanan/Projects/c++/SaaS-on-SaaS/node_modules/axios/lib/adapters/http.js:844:13),unexpected error during test execution axioserror request failed with status code 400 at settle file home hanan projects c saas on saas node modules axios lib core settle js 20 7 at incomingmessage handlestreamend file home hanan projects c saas on saas node modules axios lib adapters http js 844 13,2026-03-12 00:19:11,0,51,2
base=?,base,2024-10-25 21:17:41,1,1,4
Hukam,hukam,2025-05-22 20:53:00,0,1,0
Achaa,achaa,2024-05-21 10:23:00,0,1,0
"As a new PhD supervisor, how should I deal with taking a student to a wrong direction?,Educational",as a new phd supervisor how should i deal with taking a student to a wrong direction educational,1528938247,1,18,3
"How to deal with arrogant e-mail of a student,Educational",how to deal with arrogant e mail of a student educational,1506331840,1,11,3
write a pytorch script to use tensorboard to visualize metrics,write a pytorch script to use tensorboard to visualize metrics,2025-09-16 15:38:23,0,10,1
now its giving error at      std::string p(path);,now its giving error at std string p path,2025-11-13 23:47:14,0,9,2
"How were scientific plots made in the 1960s?,Educational",how were scientific plots made in the 1960s educational,1611222151,1,9,3
Shukriya tahir bhai,shukriya tahir bhai,2025-06-18 21:19:00,0,3,0
can you do plotting with matplotlib c++,can you do plotting with matplotlib c,2024-12-27 19:34:35,1,7,4
"How to write an academic paper for the first time?,Educational",how to write an academic paper for the first time educational,1376983753,1,11,3
"How to respond to the trivialisation of one’s work and unjustified demands for a considerable extension of the research?,Educational",how to respond to the trivialisation of one s work and unjustified demands for a considerable extension of the research educational,1412737123,1,21,3
can it make my output incorrect,can it make my output incorrect,2024-12-03 17:32:01,1,6,2
what is a periodic function,what is a periodic function,2025-05-30 22:16:59,1,5,4
is this error?,is this error,2025-07-11 01:32:58,1,3,2
write a node.js express server that use redux for state management,write a nodejs express server that use redux for state management,2026-03-13 09:23:19,0,11,1
give me a c++ code for uses smart pointers for memory management using stl,give me a c code for uses smart pointers for memory management using stl,2026-03-04 11:57:55,0,14,1
Database connection failed (attempt 3/40): EAI_AGAIN - getaddrinfo EAI_AGAIN db,database connection failed attempt 3 40 eai again getaddrinfo eai again db,2025-11-26 12:54:55,0,12,2
use numpy to connects to sqlite database,use numpy to connects to sqlite database,2025-04-10 11:13:17,0,7,1
how to reads a csv into a dataframe in python using matplotlib,how to reads a csv into a dataframe in python using matplotlib,2025-03-22 15:02:12,1,12,1
what about rigorous?,what about rigorous,2026-04-01 02:10:04,1,3,4
G hanan chaudry,g hanan chaudry,2025-10-02 17:00:00,0,3,0
"what is the problem with this code, the sprite disappers while going from attack mode to normal behaviour",what is the problem with this code the sprite disappers while going from attack mode to normal behaviour,2025-05-20 12:22:12,1,18,2
Mubarakkk,mubarakkk,2025-07-21 16:49:00,0,1,0
"Why are most cranks old men?,Educational",why are most cranks old men educational,1583806761,1,7,3
"How to deal with the frustration of doing PhD at a low-ranked university,Educational",how to deal with the frustration of doing phd at a low ranked university educational,1364784841,1,15,3
"How to deal with an author who worked on an analysis that never made it into the paper?,Educational",how to deal with an author who worked on an analysis that never made it into the paper educational,1454940394,1,19,3
"How to judge a Ph.D. applicant that arrives &quot;out of thin air&quot;,Educational",how to judge a ph d applicant that arrives out of thin air educational,1564125861,1,14,3
"How to deal with a nosy fellow graduate student?,Educational",how to deal with a nosy fellow graduate student educational,1455076532,1,10,3
sudo mysql [sudo] password for hanan:  ERROR 2002 (HY000): Can't connect to local MySQL server through socket '/var/run/mysqld/mysqld.sock' (2),sudo mysql sudo password for hanan error 2002 hy000 can t connect to local mysql server through socket var run mysqld mysqld sock 2,2025-11-26 12:40:20,0,24,2
"How to write abstract for conference when you have no results yet?,Educational",how to write abstract for conference when you have no results yet educational,1359022586,1,13,3
han,han,2025-05-09 20:51:00,0,1,0
G g hukam,g g hukam,2025-06-05 15:55:00,0,3,0
"How to publish a paper that does not seem to be within the scope of any journal?,Educational",how to publish a paper that does not seem to be within the scope of any journal educational,1452858947,1,18,3
"node ./test.mjs file:///home/hanan/Projects/c++/SaaS-on-SaaS/backend/test.mjs:2 const axios = require('axios');               ^  ReferenceError: require is not defined in ES module scope, you can use import instead     at file:///home/hanan/Projects/c++/SaaS-on-SaaS/backend/test.mjs:2:15     at ModuleJob.run (node:internal/modules/esm/module_job:195:25)     at async ModuleLoader.import (node:internal/modules/esm/loader:336:24)     at async loadESM (node:internal/process/esm_loader:34:7)     at async handleMainPromise (node:internal/modules/run_main:106:12)  Node.js v18.19.1",node test mjs file home hanan projects c saas on saas backend test mjs 2 const axios require axios referenceerror require is not defined in es module scope you can use import instead at file home hanan projects c saas on saas backend test mjs 2 15 at modulejob run node internal modules esm module job 195 25 at async moduleloader import node internal modules esm loader 336 24 at async loadesm node internal process esm loader 34 7 at async handlemainpromise node internal modules run main 106 12 node js v18 19 1,2026-03-11 23:11:11,0,94,2
write a sql statement to use window function to rank employees,write a sql statement to use window function to rank employees,2026-01-21 19:02:36,0,11,1
can u modify this c++ code to overloads + operator for a complex class,can u modify this c code to overloads operator for a complex class,2025-06-04 15:19:00,1,13,1
Ni,ni,2025-05-22 21:09:00,0,1,0
is there any other example of this kind of issue,is there any other example of this kind of issue,2025-03-26 13:23:31,1,10,2
it is not working,it is not working,2024-11-21 10:02:59,0,4,2
A pakka😌🫂🥹,a pakka,2025-07-31 15:19:00,0,2,0
write a sql query to join employees and departments on dept_id using join,write a sql query to join employees and departments on deptid using join,2026-03-25 18:58:08,0,13,1
what is link state routing algorithm?,what is link state routing algorithm,2025-12-10 20:15:41,1,6,4
Exception has occurred: fatal: Not a git repository (or any of the parent directories): .git,exception has occurred fatal not a git repository or any of the parent directories git,2026-02-17 11:21:21,0,15,2
G,g,2025-07-29 14:10:00,0,1,0
fulllllllllllllllll,fulllllllllllllllll,2025-08-20 21:54:00,0,1,0
Jeo,jeo,2025-11-04 19:04:00,0,1,0
Aho,aho,2025-09-07 19:19:00,0,1,0
python exception message capturing,python exception message capturing,2011-01-14 16:33:50,0,4,2
give me a python code example for renames all files in a directory,give me a python code example for renames all files in a directory,2024-12-25 06:03:22,0,13,1
G,g,2025-09-09 19:03:00,0,1,0
"How to educate bachelor and master exchange students from Asia?,Educational",how to educate bachelor and master exchange students from asia educational,1575286467,1,11,3
WHAT HAPPENS IF ALL TREES ARE IDENTICAL?,what happens if all trees are identical,2026-03-29 15:40:59,1,7,4
